PK;NOMBRE;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADAX;COORDENADAY;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
57828;Centro Municipal de Mayores 'María Zambrano';Lunes a viernes: de 09:00 a 21:00 horas  Fines de semana: de 10:00 a 20:30 horas;Servicios      Animación sociocultural   Podología     Cafetería   Voluntariado     Comedor   Terapia ocupacional      Talleres culturales      Informática        Talleres manuales      Ganchillo   Punto de cruz     Pintura al óleo   Marquetería     Encaje de bolillos   Bisutería      Talleres de ejercicio físico      Gimnasia   Baile en línea     Otros        Actividades de turismo      Excursiones quincenales   Excursiones semanales      Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Fiestas   Comidas     Baile   Otras     Zona wifi;Bus: 59, 79;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=adabae7cb2e4f010VgnVCM1000000b205a0aRCRD;PINAZO;PLAZA;V;1;;MADRID;MADRID;28021;SAN CRISTOBAL;VILLAVERDE;441426;4466302;40,34333382;-3,690949194;917 100 411;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
64851;Centro Municipal de Mayores 'Nicanor Barroso';Lunes a domingo: de 10 a 20 horas;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Manualidades   Ganchillo     Pintura al óleo   Macramé     Pintura en tela   Marquetería      Talleres culturales      Alfabetización   Ortografía     Cultura general         Talleres de ejercicio físico      Gimnasia   Toma de tensión arterial     Taichí   Terapia ocupacional     Yoga   Memoria     Baile / sevillanas        Actividades de turismo      Excursiones quincenales   Excursiones de un día     Excursiones semanales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Invitaciones a socios     Fiestas   Semana del mayor     Zona wifi;Bus: 8, 20;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=324166051361c010VgnVCM1000000b205a0aRCRD;ENCOMIENDA DE PALACIOS;CALLE;V;190;;MADRID;MADRID;28030;FONTARRON;MORATALAZ;445626;4472436;40,39887769;-3,642036319;917 722 684;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
70243;Centro Municipal de Mayores 'Nuestra Señora del Carmen';Lunes a viernes: De 9 a 14 y de 16 a 20.30 h.  Sábados, domingos y festivos: De 10 a 14 y de 16 a 20.30 h.;Servicios      Animación sociocultural   Peluquería     Cafetería   Voluntariado     Podología         Talleres manuales      Manualidades   Marquetería     Pintura al óleo   Labores     Bisutería         Talleres culturales      Cultura general   Inglés      Talleres de ejercicio físico      Baile de salón  Terapia ocupacional     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Fiestas    Zona wifi;Bus: 120, 122;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c6be8899fc81c010VgnVCM1000000b205a0aRCRD;RAMON POWER;CALLE;V;26;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;446570;4479589;40,46337731;-3,631515435;917 160 354;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
72862;Centro Municipal de Mayores 'Pablo Neruda';Lunes a viernes: de 08:30 a 21:00 horas  Fines de semana y festivos: de 10 a 20 horas  Las actividades que se desarrollan están sujetas a diferentes horarios según la programación del centro;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Encaje de bolillos     Pintura al óleo   Labores     Pintura en tela   Marquetería      Talleres culturales      Alfabetización   Rondalla     Cultura general         Talleres de ejercicio físico      Baile / sevillanas   Gimnasia     Baile de salón   Relajación     Actividades de turismo      Excursiones quincenales   Excursiones diarias     Excursiones semanales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Comidas     Fiestas        Zona wifi;Bus: 10, 54, 144;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=886166051361c010VgnVCM1000000b205a0aRCRD;GERARDO DIEGO;CALLE;NUM;8;C/V C/ EXTREMEÑOS;MADRID;MADRID;28018;PALOMERAS SURESTE;PUENTE DE VALLECAS;445409;4470917;40,38517937;-3,644462814;913 806 848;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
72864;Centro Municipal de Mayores 'Pamplona';Lunes a viernes: de 10 a 20 horas  Sábados y Domingos: de 10 a 19,30 horas;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor  Voluntariado     Podología         Talleres manuales      Manualidades   Dibujo     Pintura al óleo   Corte y confección      Talleres culturales      Cultura general   Informática     Historia   Otros      Talleres de ejercicio físico      Gimnasia   Caminar / senderismo     Taichí   Baile / sevillanas     Yoga   Otros     Baile de salón         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas        Zona wifi;Metro: Estrecho  Bus: 3, 64, 66, 126, 128;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2937de75fd187110VgnVCM1000000b205a0aRCRD;PAMPLONA;CALLE;V;14;;MADRID;MADRID;28039;BELLAS VISTAS;TETUAN;440307;4478659;40,45458138;-3,705284469;913 982 396;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
76080;Centro Municipal de Mayores 'Prosperidad Santa Hortensia';De lunes a domingo de 10 a 21 horas.;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología   Voluntariado      Talleres manuales      Pintura al óleo   Otros      Talleres culturales      Historia de Madrid   Otros     Historia del arte         Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Taichí   Memoria     Relajación        Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile        Zona wifi;Bus: 9, 40, 43, 72, 73.;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e4266051361c010VgnVCM1000000b205a0aRCRD;SANTA HORTENSIA;CALLE;V;15;;MADRID;MADRID;28002;PROSPERIDAD;CHAMARTIN;443360;4477547;40,44476894;-3,669193147;915 106 862;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
79941;Centro Municipal de Mayores 'Príncipe de Asturias';Lunes a domingo: de 9 a 21 horas;Servicios      Animación sociocultural   Peluquería     Cafetería   Voluntariado     Talleres manuales      Encaje de bolillos   Dibujo     Pintura al óleo   Bisutería     Pintura en tela   Otros     Talleres culturales      Alfabetización   Comunicación     Ortografía   Otros     Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Relajación     Caminar / senderismo        Actividades de turismo      Excursiones trimestrales        Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones        Actividades de ocio      Baile   Otras     Otras actividades      Repujado en estaño   Mente activa     Memoria   Conferencias     Abalorios        Zona wifi;Metro: Ciudad Lineal  Bus: 4, 38, 48, 70, 109;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=182266051361c010VgnVCM1000000b205a0aRCRD;HERMANOS GARCIA NOBLEJAS;CALLE;NUM;14;;MADRID;MADRID;28037;PUEBLO NUEVO;CIUDAD LINEAL;446089;4476539;40,43587011;-3,636929143;915 887 591;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
80143;Centro Municipal de Mayores 'Pío Baroja';De lunes a viernes de 9 a 21 horas.  Fines de semana y festivos de 10 a 21 horas.;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Patchwordk     Pintura al óleo   Labores     Pintura en tela   Marquetería     Dibujo   Bisutería     Encaje de bolillos   Punto de cruz     Corte y confección   Otros      Talleres culturales      Alfabetización   Literatura     Ortografía   Teatro     Cultura general   Música coral     Comunicación   Historia     Inglés   Informática     Francés   Memoria     Filosofía   Otros      Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Yoga   Baile / sevillanas     Baile de salón   Otros     Actividades de turismo      Excursiones quincenales   Excursiones diarias     Excursiones semanales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas        Zona wifi;Metro: Ibiza  Bus: 15, 20, 26, 61, 63, 152, 202, C;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c10266051361c010VgnVCM1000000b205a0aRCRD;PIO BAROJA;CALLE;V;8;;MADRID;MADRID;28009;NIÑO JESUS;RETIRO;442859;4474067;40,413394;-3,674787206;914 097 900;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
87027;Centro Municipal de Mayores 'San Diego';Lunes a viernes: de 08:30 a 21:00 horas   Fines de semana y festivos: de 10:00 a 20:00 horas  Las actividades que se desarrollan están sujetas a diferentes horarios según la programación del centro;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Voluntariado         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo   Marquetería     Pintura en tela   Otros      Talleres culturales      Alfabetización   Teatro     Cultura general   Informática      Talleres de ejercicio físico      Baile / sevillanas   Gimnasia     Baile de salón        Actividades de turismo      Excursiones quincenales   Excursiones diarias     Excursiones semanales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Comidas     Fiestas        Zona wifi;BUS: 10;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6cb4598d1351c010VgnVCM1000000b205a0aRCRD;JAVIER DE MIGUEL;CALLE;NUM;10;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;443780;4471322;40,3887193;-3,663689576;917 571 913;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
102131;Centro Municipal de Mayores 'San Juan Bautista';Lunes a domingo: de 9 a 21 horas;Servicios      Animación sociocultural   Peluquería     Cafetería   Voluntariado     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Pintura al óleo   Bisutería      Talleres culturales      Comunicación   Otros      Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Yoga   Baile / sevillanas     Actividades de turismo      Excursiones trimestrales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Otras      Otras actividades      Memoria        Zona wifi;Bus: 11, 53, 70, 120  Metro: Arturo Soria;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=443366051361c010VgnVCM1000000b205a0aRCRD;BUESO PINEDA;CALLE;NUM;8;;MADRID;MADRID;28043;SAN JUAN BAUTISTA;CIUDAD LINEAL;444305;4478401;40,45252617;-3,658125501;914 155 829;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
104624;Centro Municipal de Mayores 'San Vicente de Paúl';Lunes a domingo: de 9 a 21 horas;Servicios      Podología   Peluquería     Cafetería   Animación socio-cultural     Comedor   Biblioteca / sala de lectura      Talleres manuales      Manualidades   Marquetería     Pintura   Patchwork     Cestas de mimbre         Talleres culturales      Informática   Castañuelas     Canto   Guitarra     Atención y retención         Talleres de ejercicio físico      Gimnasia   Sevillanas     Yoga   Bailes de salón     Senderismo        Zona wifi;Metro: Opañel  Bus: 47, 55;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=630f8899fc81c010VgnVCM1000000b205a0aRCRD;ANTONIA LANCHA;CALLE;V;54;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;438743;4471075;40,38607503;-3,723054719;915 655 633;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
108513;Centro Municipal de Mayores 'Santa Engracia';Lunes a domingo: de 10 a 21 horas;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología   Voluntariado      Talleres manuales      Manualidades   Encaje de bolillos     Pintura al óleo   Variedades     Dibujo   Otros     Corte y confección         Talleres culturales      Cultura general   Literatura     Inglés   Teatro     Francés   Música coral     Informática   Rondalla     Otros         Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Taichí   Baile de salón     Yoga   Caminar / senderismo     Otros        Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras     Zona wifi;Metro: Ríos Rosas  Bus: 3, 37, 149;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9a5366051361c010VgnVCM1000000b205a0aRCRD;SANTA ENGRACIA;CALLE;V;116;;MADRID;MADRID;28003;RIOS ROSAS;CHAMBERI;440681;4477037;40,43998746;-3,700733879;"913 992 940
";;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
113094;Centro Municipal de Mayores 'Teresa de Calcuta';Lunes a domingo: de 10 a 21 horas;Servicios      Animación sociocultural   Voluntariado     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Manualidades   Cerámica     Pintura al óleo   Labores     Otros         Talleres culturales      Inglés   Música coral     Alemán   Informática     Otros         Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Relajación     Otros         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras      Otras actividades      Grupos de encuentro con nuevos socios        Zona wifi;Bus: 101, 114;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0c07b3e42751c010VgnVCM2000000c205a0aRCRD;NAVIO;PLAZA;V;4;;MADRID;MADRID;28042;ALAMEDA DE OSUNA;BARAJAS;450284;4478668;40,45531141;-3,587638002;913 295 920;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
114978;Centro Municipal de Mayores 'Villa de Vallecas';Lunes a domingo: de 9 a 21 horas;Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo         Talleres culturales      Alfabetización   Ortografía     Historia del arte   Informática     Internet   Power-point     Memoria   Bienestar psicológico     Alimentación   Sexualidad      Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Yoga   Baile de salón     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones     Conciertos   Teatro      Actividades de ocio      Baile   Fiestas      Otras actividades      Senderismo       Zona wifi;Metro: Villa de Vallecas (Línea 1)  Bus: 54, 58, N9, 103, 142, 143;Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada .;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5237b3e42751c010VgnVCM2000000c205a0aRCRD;PICO MAMPODRE;CALLE;V;6;;MADRID;MADRID;28031;CASCO HISTORICO VALLECAS;VILLA DE VALLECAS;447374;4470031;40,37732438;-3,621240048;913 328 757 ;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
115056;Centro Sociocultural  Siena (Ciudad Lineal);Secretaría: de lunes a viernes de 9 a 14 horas y de 17 a 19 horas  Agosto cerrado;Sala de lectura y estudio  3 aulas  Zona wifi;Metro: Quintana (línea 5)   Bus: 21, 38, 48, 106, 146.;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD;SIENA;CALLE;V;52;;MADRID;MADRID;28027;QUINTANA;CIUDAD LINEAL;444818;4476248;40,43316517;-3,651876723;914 039 011;;cscsiena@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
115404;Centro Sociocultural Ágata (Villaverde);Secretaría: de lunes a jueves de 9 a 13:30 y de 16:30 a 19 horas.  Durante el mes de  julio el horario será  de 9 a 14 horas.;Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  11 aulas  Cafetería  Zona wifi;Bus: 22 , 79 , 86 , 130 , 131;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD;DOCTOR MARTIN AREVALO;CALLE;V;2;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;439937;4466650;40,34636268;-3,708524396;917 109 300;;ccagata@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
117288;Centro Sociocultural Alberto Sánchez (Puente de Vallecas);Secretaría: de lunes a viernes de 9 a 14 y de 17 a 19 horas.;Sala de exposiciones  2 salones de actos / auditorio (80 y 350 personas)  Sala de ensayo  9 aulas  Zona wifi  Cafetería;Metro: Buenos Aires, Portazgo (línea 1)  Bus: 54, 58, 103, 136, 141, 143;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD;RISCO DE PELOCHE;CALLE;V;14;;MADRID;MADRID;28038;NUMANCIA;PUENTE DE VALLECAS;444469;4471860;40,3936123;-3,655607387;917 570 320 / 917 570 321;;cscalbertosanchez@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
117716;Centro Sociocultural Alfonso XII (Fuencarral - El Pardo);Secretaría: de lunes a viernes de 9 a 15 horas;Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  6 aulas  Cafetería  Zona wifi;Bus: 601 (salida desde el Intercambiador de Moncloa).;En la misma sede está ubicada la sala de estudio Alfonso XII.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD;MIRA EL RIO;CALLE;V;4;;MADRID;MADRID;28048;EL PARDO;FUENCARRAL-EL PARDO;434214;4485937;40,51967331;-3,777905569;913 762 060 / 913 762 062;;ccelpardo@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
118067;Centro Sociocultural Blasco Ibáñez (Carabanchel);Secretaría:   Mañanas: de lunes a viernes de 10 a 13 horas  Tardes. de lunes a jueves de 16.30 a 18:30 horas      AGOSTO: CERRADO;5 aulas  2 gimnasios;Bus: 119;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD;SOLDADO JOSE MARIA REY;CALLE;V;44;;MADRID;MADRID;28019;SAN ISIDRO;CARABANCHEL;437922;4472060;40,39495991;-3,732764799;914 280 554 / 914 280 555;;ccblascoibanez@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
118317;Centro Sociocultural Bohemios (Villaverde);Secretaría: de lunes a viernes de 9 a 13:30 y de 17 a 19 horas.  Durante el mes de  julio el horario será de 9 a 14 horas.;Sala de exposiciones  Salón de actos / auditorio  7 aulas  Cafetería  Zona wifi;Bus: 22 , 59 , 79 , 85;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD;LOS BOHEMIOS;CALLE;V;1;;MADRID;MADRID;28041;LOS ANGELES;VILLAVERDE;441175;4467754;40,35639654;-3,694050185;917 109 260 ;;ccbohemios@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
118935;Centro Sociocultural Cánovas del Castillo (Usera);Secretaría para atención al público:  Invierno:   De lunes a jueves: de 9:30 a 13:30 y de 17 a 19 horas  Viernes: de 9:30 a 13:30 horas   Verano:   Julio: de lunes a viernes de 10 a 13:30 horas  Agosto cerrado;1 sala de exposiciones  1 sala de lectura y estudio  6 aulas  Zona wifi;Metro: Almendrales (línea 3)  Bus: 6, 18, 22, 23, 47, 59, 76, 78, 79, 85, 86, 123, 247;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD;JULIO AGUIRRE;CALLE;V;10;;MADRID;MADRID;28026;ALMENDRALES;USERA;440689;4471073;40,38626143;-3,700082523;915 005 489;;canovascastillocs@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
122268;Centro Sociocultural Ciudad Lineal;Secretaría: de lunes a viernes de 9 a 14 horas y de 17 a 19 horas  Agosto cerrado;Sala de lectura y estudio  8 aulas  Zona wifi;Bus: 15, 28, 110, 113, 210;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD;JOSE LUIS DE ARRESE;CALLE;V;81;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444826;4475103;40,42285091;-3,65168284;"914 055 840                       
";;cscciudadlineal@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
122352;Centro Sociocultural Eduardo Chillida (Moratalaz);Secretaría:    De lunes a viernes de 9 a 14 y de 17 a 19 horas  Sábados y domingos cerrado  Agosto cerrado;Sala de exposiciones  9 aulas   Zona wifi    Ascensor    2 gimnasios    Aula polivalente (70 personas);Metro: Vinateros (línea 9)  Bus: 30, 32, 71, 113;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD;ARROYO BELINCOSO;CALLE;V;9;;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444686;4473610;40,40939174;-3,653214777;913 339 141 / 913 339 142;;ccechillida@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
122369;Centro Sociocultural El Greco (Latina);Secretaría: de lunes a viernes de 9 a 14 horas y de 16:30 a 19 horas.;Sala de exposiciones  Sala de lectura y estudio   Salón de actos / auditorio. Aforo 100 personas.  5 aulas  Cafetería  Zona wifi;Metro: Lucero (línea 6)  Bus: 31, 33, 36, 39, 65;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD;EL GRECO;CALLE;V;29;;MADRID;MADRID;28011;LUCERO;LATINA;436687;4473443;40,40731633;-3,747465417;914 793 261 / 914 793 150;;ccgreco@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
123948;Centro Sociocultural Francisco Fatou (Villa de Vallecas);Secretaría:   De lunes a viernes de 9 a 19:30 horas (ininterrumpidamente septiembre a julio).  De 9 a 14 horas (agosto).;Sala de exposiciones  Salón de actos / auditorio (aforo: 94 personas)  5 aulas  Zona wifi;Metro: Villa de Vallecas (línea 1)  Bus: 54, 58, 103, 142, 143;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD;MANUEL VELEZ;CALLE;V;10;;MADRID;MADRID;28031;CASCO HISTORICO VALLECAS;VILLA DE VALLECAS;447216;4470283;40,37958462;-3,623110349;"913 806 620                 
";;ccfranciscofatou@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
124354;Centro Sociocultural García Lorca (Carabanchel);Secretaría: de lunes a viernes de 10 a 13 horas y de lunes a jueves de 16:30 a 18:30 horas   AGOSTO: CERRADO;Salón de actos / auditorio  7 aulas  3 gimnasios;Metro: Carabanchel Alto (línea 11)  Bus: 34, 35, 47, 121, 131, 139;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD;EUGENIA DE MONTIJO;CALLE;V;105;;MADRID;MADRID;28044;BUENAVISTA;CARABANCHEL;436352;4469770;40,3742029;-3,751033745;"915 110 370                      
";;ccgarcialorca@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
